dataset,candidate,episode_count,max_abs_error,max_final_abs_error,mean_abs_error,mean_done_match_rate,mean_return_abs_error,max_return_abs_error,exact_return_match_rate
sub01,torch_gpu_float64,73,35.81828889805021,35.81828889805021,0.15205213168062065,0.965994092188093,0.0,0.0,1.0
sub01,torch_gpu_float32,73,44.80926367267966,44.80926367267966,0.14838888023447502,0.9536778720819747,0.0,0.0,1.0
sub01,torch_gpu_float16,73,52.36742637306452,52.36742637306452,0.48904315599443154,0.8432707641172527,0.0,0.0,1.0
sub02,torch_gpu_float64,124,12.72967342346141,11.301877971694124,0.0032032238597719765,0.9979072613832268,0.0,0.0,1.0
sub02,torch_gpu_float32,124,10.316089868545532,6.168802857398987,0.011247529885270995,0.9937010924726878,0.0,0.0,1.0
sub02,torch_gpu_float16,124,23.826058849692345,23.826058849692345,0.12987173982303632,0.9413882858643627,0.0,0.0,1.0
